worker_id,src,dest,wall_ms,timestamp,send_ms,chunk_id,task_id
eeb803e6-5d13-4f,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/primary/studio/100gib-20gib-source-20260719023016-d1.bin,1811.7,2026-07-26 05:19:21.404,1811.7,155,6276be11-afb1-4e
bfae6c43-fd63-4f,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/backup2/studio/100gib-20gib-source-20260719023016-d3.bin,1842.8,2026-07-26 05:19:21.429,1842.8,380,3295a0d6-5be5-4a
0bbd98ce-9c9a-4f,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/primary/studio/100gib-20gib-source-20260719023016-d1.bin,2033.4,2026-07-26 05:19:21.623,2033.4,40,2ec954a6-8ed4-48
8190b41a-a59f-4f,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/backup3/studio/100gib-20gib-source-20260719023016-d4.bin,2094.0,2026-07-26 05:19:21.681,2094.0,135,e510208b-3626-4a
bfae6c43-fd63-4f,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/backup8/studio/100gib-20gib-source-20260719023016-d5.bin,1366.1,2026-07-26 05:19:21.723,1366.1,493,39537eaf-e41a-4e
82d96ebc-b209-4a,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/backup3/studio/100gib-20gib-source-20260719023016-d4.bin,2176.7,2026-07-26 05:19:21.761,2176.7,173,790de8a6-42fa-44
f6ba0149-0007-4c,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/primary/studio/100gib-20gib-source-20260719023016-d1.bin,1413.6,2026-07-26 05:19:21.772,1413.6,498,9e18fcf3-183e-44
f6ba0149-0007-4c,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/backup3/studio/100gib-20gib-source-20260719023016-d4.bin,2704.1,2026-07-26 05:19:22.292,2704.1,356,15744a70-adce-42
acb95b61-bfaa-47,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/primary/studio/100gib-20gib-source-20260719023016-d1.bin,2740.9,2026-07-26 05:19:22.331,2740.9,402,ad1394da-5d91-4b
55775009-8267-4e,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/backup8/studio/100gib-20gib-source-20260719023016-d5.bin,3025.1,2026-07-26 05:19:22.613,3025.1,80,b54e28d5-576c-42
acf033ca-eeaf-42,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/backup/studio/100gib-20gib-source-20260719023016-d2.bin,3239.5,2026-07-26 05:19:22.830,3239.5,17,2d657da6-6245-48
f6ba0149-0007-4c,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/backup2/studio/100gib-20gib-source-20260719023016-d3.bin,2854.8,2026-07-26 05:19:23.212,2854.8,462,d257f337-8a76-42
44771ea8-f706-4c,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/backup2/studio/100gib-20gib-source-20260719023016-d3.bin,1222.7,2026-07-26 05:19:35.824,1222.7,139,004802d1-b34d-4c
bfae6c43-fd63-4f,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/backup2/studio/100gib-20gib-source-20260719023016-d3.bin,1124.4,2026-07-26 05:19:36.518,1124.4,437,840972af-efef-4d
44771ea8-f706-4c,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/rx_10p1.bin,https://s3.hippius.com/beam-dev/destination/primary,19370.9,2026-07-26 05:39:41.107,16889.6,191,d315f4dc-0683-41
bfae6c43-fd63-4f,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/rx_10p1.bin,https://s3.hippius.com/beam-dev/destination/primary,25619.9,2026-07-26 05:39:48.884,24345.6,276,719e099b-6ebb-41
acf033ca-eeaf-42,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/rx_10p1.bin,https://s3.hippius.com/beam-dev/destination/primary,26400.2,2026-07-26 05:39:49.684,25135.0,118,43298ddd-ea08-4e
82d96ebc-b209-4a,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/backup3/studio/100gib-20gib-source-20260719023016-d4.bin,978.3,2026-07-26 05:49:17.826,978.3,269,d34928fd-f0a2-4d
f6ba0149-0007-4c,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/backup/studio/100gib-20gib-source-20260719023016-d2.bin,1118.2,2026-07-26 05:49:17.968,1118.2,217,ddabb66a-132e-4d
eeb803e6-5d13-4f,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/backup3/studio/100gib-20gib-source-20260719023016-d4.bin,1145.0,2026-07-26 05:49:17.998,1145.0,207,841eb64d-284e-46
f6ba0149-0007-4c,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/backup3/studio/100gib-20gib-source-20260719023016-d4.bin,1181.4,2026-07-26 05:49:18.034,1181.4,282,3e9c3fd4-5d4a-41
acb95b61-bfaa-47,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/backup8/studio/100gib-20gib-source-20260719023016-d5.bin,1281.5,2026-07-26 05:49:18.134,1281.5,402,7814c8dd-abb3-4b
b1b3ec5c-bc63-4d,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/backup/studio/100gib-20gib-source-20260719023016-d2.bin,1310.8,2026-07-26 05:49:18.159,1310.8,137,244b9f0d-957d-44
8190b41a-a59f-4f,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/backup2/studio/100gib-20gib-source-20260719023016-d3.bin,1357.5,2026-07-26 05:49:18.203,1357.5,233,d2f9c1bb-7caa-40
44771ea8-f706-4c,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/backup3/studio/100gib-20gib-source-20260719023016-d4.bin,1368.9,2026-07-26 05:49:18.218,1368.9,387,49208e0c-8241-40
acf033ca-eeaf-42,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/backup3/studio/100gib-20gib-source-20260719023016-d4.bin,1608.8,2026-07-26 05:49:18.463,1608.8,276,e514c61a-8452-4b
34aeda10-164d-42,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/primary/studio/100gib-20gib-source-20260719023016-d1.bin,1700.2,2026-07-26 05:49:18.547,1700.2,317,89a58594-9bf8-42
bfae6c43-fd63-4f,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/backup/studio/100gib-20gib-source-20260719023016-d2.bin,1952.6,2026-07-26 05:49:18.800,1952.6,315,e37a64e6-82f1-4d
acf033ca-eeaf-42,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/backup3/studio/100gib-20gib-source-20260719023016-d4.bin,2039.1,2026-07-26 05:49:18.891,2039.1,230,f5a9e838-f8e7-45
0bbd98ce-9c9a-4f,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/backup8/studio/100gib-20gib-source-20260719023016-d5.bin,2063.0,2026-07-26 05:49:18.914,2063.0,62,168923a6-403c-41
f6ba0149-0007-4c,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/backup/studio/100gib-20gib-source-20260719023016-d2.bin,2193.2,2026-07-26 05:49:19.048,2193.2,131,628ee859-e387-4e
55775009-8267-4e,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/backup8/studio/100gib-20gib-source-20260719023016-d5.bin,2280.0,2026-07-26 05:49:19.130,2280.0,190,b2572e06-d368-4e
acf033ca-eeaf-42,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/backup/studio/100gib-20gib-source-20260719023016-d2.bin,1192.7,2026-07-26 05:49:19.206,1192.7,455,0dd47f4b-2498-41
f6ba0149-0007-4c,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/backup8/studio/100gib-20gib-source-20260719023016-d5.bin,1602.9,2026-07-26 05:49:19.615,1602.9,448,0801545b-3039-42
eeb803e6-5d13-4f,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/backup8/studio/100gib-20gib-source-20260719023016-d5.bin,2765.4,2026-07-26 05:49:19.616,2765.4,181,531ba9ad-9d35-40
f6ba0149-0007-4c,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/backup8/studio/100gib-20gib-source-20260719023016-d5.bin,1602.5,2026-07-26 05:49:19.617,1602.5,487,69213141-f355-4d
bfae6c43-fd63-4f,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/source/ecx_20_b_gb.bin,https://ef88e61230a7f9cdaa979b6268878856.r2.cloudflarestorage.com/beam-xfer-test/destinations/backup2/studio/100gib-20gib-source-20260719023016-d3.bin,3316.1,2026-07-26 05:49:20.170,3316.1,47,d41e88eb-c709-4f
